ID_IDEFISC;NOMBRE;ID_FCH_DATOS;FECHA_NACIMIENTO;Sector;CNAE;NOM_GRUP;FECHA_HATS;ALERTA_HATS;CONCURSAL;RECIENTE_CREACION;SEGMENTO_GESTION;SUBSEGMENTO_GESTION;DE_CORTA_TERRITORIAL_GEST;NOMBRE_REGIONAL_GEST;NOMBRE_CENTRO_GEST;OFICINA
B91347500;SERVIORTEGA SL.;2016-08-31;2004-02-24;PAPEL Y MADERA;Fabricación de artículos de papel y cartón para uso doméstico, sanitario e higiénico;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;DOS HERMANAS;359
B91366591;ASISTENCIAL GERIATRICA BEDMAR SL.;2016-08-31;2004-05-12;EDUCACIÓN, SANIDAD Y SERVIC;Asistencia en establecimientos residenciales para personas mayores;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;SEVILLA AG. JOSE LAGUILLO;316
B91404343;TIANI 1442 S.L;2016-08-31;2004-10-28;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID CENTRO;MADRID AG. PLAZA ESPAÑA;655
B91458943;INVERSIONES Y GESTION ORICE S.L;2016-08-31;2005-06-15;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;SEVILLA - F.JAVIER 15;7302
B91603688;CHELIN PHARMA, S.L.;2016-08-31;2006-11-30;QUIMICA;Comercio al por mayor de productos farmacéuticos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;MAIRENA ALJARAFE;5493
B91766790;PB INTEGRA SL;2016-08-31;2008-08-27;METALURGIA;Comercio al por mayor de chatarra y productos de desecho;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;DOS HERMANAS;359
B91912618;GLASS SUR FIRE CONTROL, S.L.;2016-08-31;2010-12-10;METALURGIA;Intermediarios del comercio especializados en la venta de otros productos específicos;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
B92006626;CAPUBA BIENES RAICES, S.L.;2016-08-31;1998-05-29;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;SAN PEDRO DE ALCANTARA, OP;7464
B92011964;LA TAPERIA DELICATESEN,S.L.;2016-08-31;1998-07-20;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);240
B92016641;ERINDIA S.L.;2016-08-31;1998-06-23;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;FUENGIROLA;261
B92018878;VAZGAR 1998,S.L.;2016-08-31;1998-07-14;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;240
B92109917;FUENLANDIA REALTOR, S.L.;2016-08-31;1999-11-17;INVERSIONES INMOBILIARIAS;Agentes de la propiedad inmobiliaria;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;FUENGIROLA, AV.LOS BOLICHES, 75;7452
B92147248;BIDWELL ADMINISTRATION S.L.;2016-08-31;2000-04-26;EDUCACIÓN, SANIDAD Y SERVIC;Otras actividades asociativas n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;MALAGA AG.ALAMEDA;587
B92161488;ORACLE INVESTMENTS S.L;2016-08-31;2000-05-12;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;(CARTERA) API9 - API9-APODERADO GESTION INTEGRA;7460
B92174606;IZCAS MALAGA S.L;2016-08-31;2000-07-28;INVERSIONES INMOBILIARIAS;Gestión y administración de la propiedad inmobiliaria;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;TORREMOLINOS;255
B92217900;INSTALACIONES PARKVIEW, S.L.;2016-08-31;2000-10-05;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;MARBELLA, POBLADO MARINERO BENABOLA;7463
B92262781;ARESIM S.L.;2016-08-31;2001-09-28;TURISMO, HOSTELERÍA Y OCIO;Hoteles y alojamientos similares;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL EMPRESAS SUR;MALAGA-(BE);5167
B92285634;NOV MARBELLA INVERSIONES S.L;2016-08-31;2001-11-20;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;MARBELLA, RICARDO SORIANO,57;588
B92296151;KOALA BOAT S.L;2016-08-31;2002-01-11;TURISMO, HOSTELERÍA Y OCIO;Otras actividades recreativas y de entretenimiento;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;BENAMARA, CTRA.CADIZ, K.166;7468
B92325984;PARKING SERVICE BANUS, S.L.;2016-08-31;2002-04-17;TRANSPORTE;Actividades anexas al transporte terrestre;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;(CARTERA) APOI - APOI-APODERADO GESTION INTEGRA;7460
B92350594;PANIMALAGA S.L;2016-08-31;2002-07-22;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de azúcar, chocolate y confitería;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;MALAGA, EL PALO;7439
B92362953;GARSECO S.L;2016-08-31;2002-09-09;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;LA CALA DE MIJAS;552
B92378173;ERALIA PROPERTIES, S.L.;2016-08-31;2002-11-28;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;MARBELLA OP;244
B92380815;BLACKRIVER INVERSIONES, S.L.;2016-08-31;2002-11-06;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);7460
B92393172;ANTONIO DOMINGUEZ JIMENEZ SL;2016-08-31;2003-09-18;ALIMENTACIÓN Y BEBIDAS;Destilación, rectificación y mezcla de bebidas alcohólicas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;RONDA;5528
B92427376;LOS CORTIJOS PROPERTIES SL;2016-08-31;2003-04-25;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;SAN PEDRO DE ALCANTARA VISTA ALEGRE;600
B92442219;CAPADARE SL;2016-08-31;2004-05-25;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;FUENGIROLA;2093
B92462472;CASAS Y VIVIENDAS LAS DUNAS SL;2016-08-31;2003-08-25;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;LA CALA DE MIJAS;552
B92468172;OLUZ S L P;2016-08-31;2003-09-16;CONSTRUCCIÓN;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;MALAGA, PLAZA BAILEN, 8;7442
B92486315;ARYON INFRAESTRUCTURAS S.L.;2016-08-31;2003-11-13;CONSTRUCCIÓN;Construcción de edificios residenciales;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);596
B92512250;SUEÑO DE SERGE S.L;2016-08-31;2004-02-03;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;MARBELLA OP;244
B92522713;PROMOSOL DEL SUR PROM E INV,SL;2016-08-31;2004-03-16;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;FUENGIROLA, AV. CONDES DE SAN ISIDRO, 6;7451
B92705649;BIYALI INVESTMENTS SL;2016-08-31;2005-12-15;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;BENALMADENA O.P.;616
B92838143;ALBUFEIRAMARB S.L;2016-08-31;2007-03-29;INVERSIONES INMOBILIARIAS;Gestión y administración de la propiedad inmobiliaria;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;MARBELLA OP;244
B92922681;HISPANO ESTATES 2008 SL;2016-08-31;2008-03-11;INVERSIONES INMOBILIARIAS;Promoción inmobiliaria;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ORIHUELA - VEGA BAJA;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);1427
B92974468;REP. CHAPA PINTURA MECANICA Y ELECTRICIDAD MACHUCA S.L.;2016-08-31;2008-11-10;AUTOMOCIÓN;Mantenimiento y reparación de vehículos de motor;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;MALAGA, PLAZA UNCIBAY;7441
B93019552;CAMYTRANS 1980 S.L.;2016-08-31;2009-08-12;CONSTRUCCIÓN;Construcción de carreteras y autopistas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;MALAGA - SAN LUIS;5492
B93022564;TTES VILLAFONTESE 29520 SL;2016-08-31;2009-09-03;TRANSPORTE;Transporte de mercancías por carretera;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;TEBA;7471
B93026714;SAKU PROPERTIES,S.L;2016-08-31;2009-10-01;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;MARBELLA, RICARDO SORIANO,57;588
B93053577;MAR DE PEDREGALEJO SL;2016-08-31;2010-03-05;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;MALAGA, PL. MALAGUETA, 1;7446
B93081511;DIVERDOKUL SL;2016-08-31;2010-05-28;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;(CARTERA) APOI - APOI-APODERADO GESTION INTEGRA;7460
B93182145;TIR TRANS MALAGA 2012 S.L.;2016-08-31;2012-03-15;TRANSPORTE;Transporte de mercancías por carretera;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;NERJA OP;548
B93253656;ARRENDAMIENTOS DE MAQUINARIA INDUSTRIAL MARDOZ S.L;2016-08-31;2013-04-24;BIENES DE CONSUMO;Alquiler de otros efectos personales y artículos de uso doméstico;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA OESTE;(CARTERA) APOI - APOI-APODERADO GESTION INTEGRA;7460
B94000569;PENEIRA,SL;2016-08-31;2009-02-27;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NOROESTE;DIRECCION REGIONAL GALICIA CENTRO;O GROVE;2306
B94010568;METAL MECANICA GALLEGA SL;2016-08-31;2009-09-07;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.NOROESTE;DIRECCION REGIONAL GALICIA CENTRO;VILLAGARCIA AROUSA;5595
B94078706;NORGAPOR CISTER SL.;2016-08-31;2013-03-07;TRANSPORTE;Transporte de mercancías por carretera;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NOROESTE;DIRECCION REGIONAL GALICIA SUR;VIGO O.P.;388
B95067260;PICRE 2.000 S.L.;2016-08-31;2000-02-01;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;AMOREBIETA;5605
B95292199;ARANGO BARRIO S.L.;2016-08-31;2004-01-02;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;BILBAO-ALZOLA;4336
B95324612;IORGI CAR RECYCLING SL;2016-08-31;2004-07-14;METALURGIA;Comercio al por mayor de chatarra y productos de desecho;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;SODUPE-GUEÑES;4237
B95325536;FERROTUNEL S.L.;2016-08-31;2004-07-20;CONSTRUCCIÓN;Demolición;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL VIZCAYA OESTE, ALAVA Y CANTABRI;SANTANDER, SAN FERNANDO;5470
B95331070;ABD TECNOLOGIAS DE IMPRESION S.L.;2016-08-31;2004-10-01;BIENES DE CONSUMO;Comercio al por menor de ordenadores, equipos periféricos y programas informáticos en establecimient;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;BILBAO OP;5055
B95378303;ALDANONDO CORPORACION ALIMENTARIA, S.L.;2016-08-31;2005-06-23;ALIMENTACIÓN Y BEBIDAS;Fabricación de quesos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL EMPRESAS NORTE;SAN SEBASTIAN-(BE);5182
B95425153;URIGAR INVERSIONES S.L;2016-08-31;2006-05-23;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;BILBAO OP;5055
B95449583;EXCAVACIONES JOCANE SL;2016-08-31;2006-11-16;CONSTRUCCIÓN;Alquiler de maquinaria y equipo para la construcción e ingeniería civil;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;BILBAO OP;5055
B95490066;ILUSGAB SL;2016-08-31;2007-07-16;UTILITIES;Producción de energía eléctrica de otros tipos;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;2107
B95524039;IABI NORTE SL;2016-08-31;2008-02-25;CONSTRUCCIÓN;Otras actividades de construcción especializada n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL VIZCAYA OESTE, ALAVA Y CANTABRI;AMURRIO;4315
B95559019;IMEX VASCAS SOCIEDAD LIMITADA.;2016-08-31;2009-01-21;METALURGIA;Intermediarios del comercio de productos diversos;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;AMOREBIETA;5605
B95581971;AVERTIA ZONA NORTE SOCIEDAD LIMITADA.;2016-08-31;2009-08-31;SERVICIOS A EMPRESAS;Otros servicios relacionados con las tecnologías de la información y la informática;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID CENTRO;MADRID AG. GRAN VIA 6;85
B95691960;BANKOOK DESIGN CHAMBRE, S.L.;2016-08-31;2012-10-23;BIENES DE CONSUMO;Fabricación de artículos de cuchillería y cubertería;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;4206
B95711578;IBAROA AC INVERSIONES S.L;2016-08-31;2013-01-30;CONSTRUCCIÓN;Intermediarios del comercio de la madera y materiales de construcción;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;DERIO;4284
B96060777;ALBEBA,S.L.;2016-08-31;1990-12-12;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;XATIVA;1519
B96144621;CRISJOCAR,S.L.;2016-08-31;1992-11-17;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;270
B96184874;NATRA CACAO, S.L.;2016-08-31;1989-12-15;ALIMENTACIÓN Y BEBIDAS;Fabricación de cacao, chocolate y productos de confitería;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;FUERA MODELO;ZONA FUERA MODELO;CENTRO GESTOR FUERA MODELO;693
B96235072;CLIP OFIMARKET, S L;2016-08-31;1990-10-15;BIENES DE CONSUMO;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;TORRENT;320
B96243613;MOLDE CANTO, S.L.;2016-08-31;1998-10-14;PAPEL Y MADERA;Fabricación de chapas y tableros de madera;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;XIRIVELLA;280
B96268735;ARTESANIA FISCAL S L;2016-08-31;1994-02-18;SERVICIOS A EMPRESAS;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA, BENICALAP;1317
B96277595;QUERQUS ALIMENTARIA SL;2016-08-31;1994-03-08;ALIMENTACIÓN Y BEBIDAS;Fabricación de otros aceites y grasas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;270
B96316765;E.F. FORMENT'S, S.L.;2016-08-31;1994-07-01;ALIMENTACIÓN Y BEBIDAS;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos e;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.CASTELLON Y VALENCIA NORTE;PUERTO DE SAGUNTO;318
B96637061;POMA 1.999 SL;2016-08-31;1997-03-12;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.MARINA ALTA SAFOR;(CARTERA) DO   - DO  -DIRECTOR OFICINA;7340
B96642889;ERA VISUAL P.C.A. S.L.;2016-08-31;1997-04-16;TURISMO, HOSTELERÍA Y OCIO;Actividades de producción cinematográfica y de vídeo;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA O.P.;145
B96658745;GRIFERIAS MR, S.L;2016-08-31;1997-07-08;METALURGIA;Comercio al por mayor de ferretería, fontanería y calefacción;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA - ORRIOLS;5237
B96676994;ICEBERG SEA FOOD S.L.;2016-08-31;1997-08-13;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;1304
B96679071;SUMINISTROS CARLET S.L.;2016-08-31;1997-09-02;CONSTRUCCIÓN;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;CARLET;5382
B96680582;SUBTITULA' M S.L;2016-08-31;1997-09-04;TURISMO, HOSTELERÍA Y OCIO;Actividades de postproducción cinematográfica, de vídeo y de programas de televisión;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.MARINA ALTA SAFOR;DÉNIA, AV. DE VALENCIA;1187
B96696646;FUTURPOL, S.L.;2016-08-31;1997-10-29;QUIMICA;Fabricación de otros productos de plástico;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA, EMILIO BARÓ;1326
B96703160;OIL DE L'HORTA, S L;2016-08-31;1997-11-25;UTILITIES;Comercio al por menor de combustible para la automoción en establecimientos especializados;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);320
B96771753;LEVANTERRES SL;2016-08-31;1998-07-28;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA AG. CIUDAD DE LAS ARTES;395
B96782073;CHARCUTERIA MANGLANO S.L;2016-08-31;1998-07-01;ALIMENTACIÓN Y BEBIDAS;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA O.P.;145
B96788526;SERMA EQUIPAMIENTO URBANO, S.L;2016-08-31;1998-08-06;CONSTRUCCIÓN;Otras instalaciones en obras de construcción;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;270
