ID_IDEFISC;NOMBRE;ID_FCH_DATOS;FECHA_NACIMIENTO;Sector;CNAE;CNAE_2;CNAE_NUM;NOM_GRUP;FECHA_HATS;ALERTA_HATS;CONCURSAL;RECIENTE_CREACION;SEGMENTO_GESTION;SUBSEGMENTO_GESTION;DE_CORTA_TERRITORIAL_GEST;NOMBRE_REGIONAL_GEST;NOMBRE_CENTRO_GEST;OFICINA
B95449583;EXCAVACIONES JOCANE SL;31/08/2016;16/11/2006;CONSTRUCCIÓN;Alquiler de maquinaria y equipo para la construcción e ingeniería civil;Actividades de alquiler;50;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;BILBAO OP;5055
B95490066;ILUSGAB SL;31/08/2016;16/07/2007;UTILITIES;Producción de energía eléctrica de otros tipos;Suministro de energía eléctrica, gas, vapor y aire acondicionado;24;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;2107
B95524039;IABI NORTE SL;31/08/2016;25/02/2008;CONSTRUCCIÓN;Otras actividades de construcción especializada n.c.o.p.;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL VIZCAYA OESTE, ALAVA Y CANTABRI;AMURRIO;4315
B95559019;IMEX VASCAS SOCIEDAD LIMITADA.;31/08/2016;21/01/2009;METALURGIA;Intermediarios del comercio de productos diversos;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;AMOREBIETA;5605
B95581971;AVERTIA ZONA NORTE SOCIEDAD LIMITADA.;31/08/2016;31/08/2009;SERVICIOS A EMPRESAS;Otros servicios relacionados con las tecnologías de la información y la informática;Programación, consultoría y otras actividades relacionadas con la informática;40;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID CENTRO;MADRID AG. GRAN VIA 6;85
B95691960;BANKOOK DESIGN CHAMBRE, S.L.;31/08/2016;23/10/2012;BIENES DE CONSUMO;Fabricación de artículos de cuchillería y cubertería;Fabricación de productos metálicos, excepto maquinaria y equipo;16;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;4206
B95711578;IBAROA AC INVERSIONES S.L;31/08/2016;30/01/2013;CONSTRUCCIÓN;Intermediarios del comercio de la madera y materiales de construcción;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;DERIO;4284
B96060777;ALBEBA,S.L.;31/08/2016;12/12/1990;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;XATIVA;1519
B96144621;CRISJOCAR,S.L.;31/08/2016;17/11/1992;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;270
B96184874;NATRA CACAO, S.L.;31/08/2016;15/12/1989;ALIMENTACIÓN Y BEBIDAS;Fabricación de cacao, chocolate y productos de confitería;Industria de la alimentación;5;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;FUERA MODELO;ZONA FUERA MODELO;CENTRO GESTOR FUERA MODELO;693
B96235072;CLIP OFIMARKET, S L;31/08/2016;15/10/1990;BIENES DE CONSUMO;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;TORRENT;320
B96243613;MOLDE CANTO, S.L.;31/08/2016;14/10/1998;PAPEL Y MADERA;Fabricación de chapas y tableros de madera;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";7;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;XIRIVELLA;280
B96268735;ARTESANIA FISCAL S L;31/08/2016;18/02/1994;SERVICIOS A EMPRESAS;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Actividades jurídicas y de contabilidad;45;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA, BENICALAP;1317
B96277595;QUERQUS ALIMENTARIA SL;31/08/2016;08/03/1994;ALIMENTACIÓN Y BEBIDAS;Fabricación de otros aceites y grasas;Industria de la alimentación;5;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;270
B96316765;E.F. FORMENT'S, S.L.;31/08/2016;01/07/1994;ALIMENTACIÓN Y BEBIDAS;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos e;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.CASTELLON Y VALENCIA NORTE;PUERTO DE SAGUNTO;318
B96637061;POMA 1.999 SL;31/08/2016;12/03/1997;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.MARINA ALTA SAFOR;(CARTERA) DO   - DO  -DIRECTOR OFICINA;7340
B96642889;ERA VISUAL P.C.A. S.L.;31/08/2016;16/04/1997;TURISMO, HOSTELERÍA Y OCIO;Actividades de producción cinematográfica y de vídeo;Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;38;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA O.P.;145
B96658745;GRIFERIAS MR, S.L;31/08/2016;08/07/1997;METALURGIA;Comercio al por mayor de ferretería, fontanería y calefacción;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA - ORRIOLS;5237
B96676994;ICEBERG SEA FOOD S.L.;31/08/2016;13/08/1997;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;1304
B96679071;SUMINISTROS CARLET S.L.;31/08/2016;02/09/1997;CONSTRUCCIÓN;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;CARLET;5382
B96680582;SUBTITULA' M S.L;31/08/2016;04/09/1997;TURISMO, HOSTELERÍA Y OCIO;Actividades de postproducción cinematográfica, de vídeo y de programas de televisión;Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;38;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.MARINA ALTA SAFOR;DÉNIA, AV. DE VALENCIA;1187
B96696646;FUTURPOL, S.L.;31/08/2016;29/10/1997;QUIMICA;Fabricación de otros productos de plástico;Fabricación de productos de caucho y plásticos;13;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA, EMILIO BARÓ;1326
B96703160;OIL DE L'HORTA, S L;31/08/2016;25/11/1997;UTILITIES;Comercio al por menor de combustible para la automoción en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);320
B96771753;LEVANTERRES SL;31/08/2016;28/07/1998;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA AG. CIUDAD DE LAS ARTES;395
B96782073;CHARCUTERIA MANGLANO S.L;31/08/2016;01/07/1998;ALIMENTACIÓN Y BEBIDAS;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA O.P.;145
B96788526;SERMA EQUIPAMIENTO URBANO, S.L;31/08/2016;06/08/1998;CONSTRUCCIÓN;Otras instalaciones en obras de construcción;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;270
B96968565;MARKETING Y PUBLICIDAD GRAFICOLOR, S.L.;31/08/2016;14/03/2000;SERVICIOS A EMPRESAS;Actividades de diseño especializado;Otras actividades profesionales, científicas y técnicas;49;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;249
B97011829;CIROE XXI S.L.;31/08/2016;20/07/2000;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;MANISES;271
B97051759;FRUTAS HERMANOS PAREJA, S.L.;31/08/2016;18/12/2000;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de frutas y hortalizas;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;900
B97056782;ACEITES Y COMBUSTIBLES DEL MEDITERRANEO S L;31/08/2016;28/12/2000;UTILITIES;Comercio al por menor de combustible para la automoción en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;ALCOY,  SABADELL;1003
B97188411;MARN INTERIORES DISEÑO, S.L.;31/08/2016;21/02/2002;SERVICIOS A EMPRESAS;Actividades de diseño especializado;Otras actividades profesionales, científicas y técnicas;49;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;(CARTERA) DO   - DO  -DIRECTOR OFICINA;5515
B97230221;THEMATICA EVENTS S.L;31/08/2016;20/06/2002;SERVICIOS A EMPRESAS;Organización de convenciones y ferias de muestras;Actividades administrativas de oficina y otras actividades auxiliares a las empresas;53;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;VALENCIA - OFICINA EMPRESAS;693
B97240584;APRILE INTERNACIONAL 2002, S.L;31/08/2016;30/07/2002;QUIMICA;Fabricación de otros productos de plástico;Fabricación de productos de caucho y plásticos;13;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ELCHE;ELX - GABRIEL MIRO;212
B97241087;HIDRAFTIS S.L;31/08/2016;19/07/2002;SERVICIOS A EMPRESAS;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Actividades jurídicas y de contabilidad;45;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL GIRONA SUD;(CARTERA) DO   - DO  -DIRECTOR OFICINA;117
B97354971;BROCHIBETO S.L.;31/08/2016;11/07/2003;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.CASTELLON Y VALENCIA NORTE;MONCADA;290
B97403216;RED INNOVACOM SL;31/08/2016;15/12/2003;BIENES DE CONSUMO;Otro comercio al por menor en establecimientos no especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;PATERNA-P.TECNOLOGICO;5554
B97497903;CERVECERIA FORN CARRASCOSA, SL;31/08/2016;09/09/2004;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Servicios de comidas y bebidas;36;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;ALZIRA, SANTA CATALINA;1519
B97515993;GANDIA KING, S.L.;31/08/2016;29/10/2004;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Servicios de comidas y bebidas;36;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.MARINA ALTA SAFOR;(CARTERA) DO   - DO  -DIRECTOR OFICINA;7340
B97573463;LABORATORIO INCIVSA S.L;31/08/2016;07/03/2005;SERVICIOS A EMPRESAS;Otra investigación y desarrollo experimental en ciencias naturales y técnicas;Investigación y desarrollo;47;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA - MARQUES TUR.;7303
B97600407;MICAR E HIJOS S.L.;31/08/2016;24/05/2005;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);320
B97616130;CENTRAL DE CUSTODIAS DAMASA SL;31/08/2016;12/07/2005;SERVICIOS A EMPRESAS;Limpieza general de edificios;Servicios a edificios y actividades de jardinería;53;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
B97670459;ECOGESTVAL SOCIEDAD LIMITADA.;31/08/2016;01/01/2006;EDUCACIÓN, SANIDAD Y SERVIC;Recogida de residuos no peligrosos;"Recogida, tratamiento y eliminación de residuos; valorización";26;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA AG. CIUDAD DE LAS ARTES;7303
B97678395;CENTRO DE REHABILITACION DEL LENGUAJE ORTOFON SOCIEDAD LIMIT;31/08/2016;01/01/2006;EDUCACIÓN, SANIDAD Y SERVIC;Otras actividades sanitarias;Actividades sanitarias;56;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;7352
B97709802;VALENCIA YACHT BASE, S.L.;31/08/2016;27/02/2006;SERVICIOS A EMPRESAS;Otras actividades de apoyo a las empresas n.c.o.p.;Actividades administrativas de oficina y otras actividades auxiliares a las empresas;53;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Promotores;Promotores;T.UCIS ESTE;DIR.ZONA UCI LEVANTE;UNIDAD CREDITO ESTE;52
B97719447;MAHERVI 2006 S.L;31/08/2016;23/03/2006;CONSTRUCCIÓN;Instalación de carpintería;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA - CONSTITUCION;338
B97791792;CENTRO DE EDUCACION INFANTIL COLORIN COLORADO TORRENT S.L;31/08/2016;21/09/2006;EDUCACIÓN, SANIDAD Y SERVIC;Educación preprimaria;Educación;55;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Minorista;Minorista MP;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA - ORRIOLS;5237
B97882138;SPONTAMIUM S.L.;31/08/2016;04/04/2007;CONSTRUCCIÓN;Otras actividades de construcción especializada n.c.o.p.;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Minorista;Minorista MP;T.UCIS CATALUÑA;DIR.ZONA UCI CATALUNYA;UNIDAD CREDITO INMOBILIARIO CATALUNYA;900
B97889893;GUPA FUTUR SL;31/08/2016;25/04/2007;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;270
B98000771;IDEAL PLAZA SPAIN SL;31/08/2016;04/02/2008;UTILITIES;Producción de energía eléctrica de otros tipos;Suministro de energía eléctrica, gas, vapor y aire acondicionado;24;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.MARINA ALTA SAFOR;GANDIA;7340
B98001498;MUY DEPRISA SERVICIOS SOCIEDAD LIMITADA.;31/08/2016;14/01/2008;CONSTRUCCIÓN;Otras actividades de construcción especializada n.c.o.p.;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA, PINTOR SOROLLA;5515
B98066731;AREA DE SERVICIO EL TOLL S.L.;31/08/2016;29/07/2008;UTILITIES;Comercio al por menor de combustible para la automoción en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;270
B98081318;ESMERA NATURE S.L.;31/08/2016;01/10/2008;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de frutas y hortalizas;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.HORTA Y RIBERA;XATIVA;1519
B98125255;DELTONA LEVANTE SL;31/08/2016;09/09/2009;TEXTIL Y CALZADO;Comercio al por mayor de cueros y pieles;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.ESTE;DIR.REG.HORTA Y RIBERA;PATERNA O.P.;630
B98194517;NAO FISH SOCIEDAD LIMITADA.;31/08/2016;02/11/2009;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de pescados, mariscos y otros productos alimenticios;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;VALENCIA - OFICINA EMPRESAS;693
B98229396;GREEN STAR FILMS SL;31/08/2016;01/03/2010;TURISMO, HOSTELERÍA Y OCIO;Actividades de producción cinematográfica y de vídeo;Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;38;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID SUR;FUENLABRADA;337
B98341936;ECOTRANSIT VALENCIA FORWARDING SL;31/08/2016;11/04/2011;TRANSPORTE;Actividades anexas al transporte marítimo y por vías navegables interiores;Almacenamiento y actividades anexas al transporte;34;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA O.P.;145
B98347271;ALLPET ESPANA SOCIEDAD LIMITADA.;31/08/2016;26/04/2011;METALURGIA;Intermediarios del comercio de productos diversos;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;CANOVELLES;44
B98386543;NIKNAK S.L.;31/08/2016;18/10/2011;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CATARROJA;270
B98493810;EVFER INVERSIONS, S.L.;31/08/2016;28/11/2012;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.CASTELLON Y VALENCIA NORTE;MASSAMAGRELL;5146
B99033375;CENTRAL HISPANICA 1972 SL;31/08/2016;11/11/2004;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL ARAGON;CUARTE DE HUERVA;472
B99059339;SILGAL IBERICA S.L;31/08/2016;29/03/2005;METALURGIA;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;BARCELONA - SARRIA (B.E.);5084
B99103772;ESCRICHE SIGLO XXI S.L.;31/08/2016;18/04/2006;SERVICIOS A EMPRESAS;Otras actividades de limpieza industrial y de edificios;Servicios a edificios y actividades de jardinería;53;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL ARAGON;ZARAGOZA AG. DELICIAS;227
B99216301;PINILLA ANTORAN INMUEBLES SL;31/08/2016;25/06/2008;INVERSIONES INMOBILIARIAS;Gestión y administración de la propiedad inmobiliaria;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL ARAGON;ZARAGOZA, COMPROMISO DE CASPE;1905
B99319832;JGH HANDMADE, S.L.;31/08/2016;19/07/2011;TEXTIL Y CALZADO;Comercio al por menor de prendas de vestir en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL ARAGON;ZARAGOZA AG. DELICIAS;363
B99337933;IKIORA, S.L.;31/08/2016;29/02/2012;BIENES DE CONSUMO;Otro comercio al por menor en establecimientos no especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID CENTRO;MADRID, RAMON DE LA CRUZ;5243
C43331883;CASA BORRULL Y CIA,S.R.C.;31/08/2016;28/12/1991;ALIMENTACIÓN Y BEBIDAS;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Comercio al por menor, excepto de vehículos de motor y motocicletas;30;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;REUS- PLAÇA PRIM;194
E07778665;COBAN, C B;31/08/2016;20/04/1996;TURISMO, HOSTELERÍA Y OCIO;Establecimientos de bebidas;Servicios de comidas y bebidas;36;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.BALEARES SUR;FORMENTERA;1396
E17807405;ANGEL MARTINEZ I EMILIA GUIRADO, C.B.;31/08/2016;26/05/2004;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL GIRONA SUD;SANT ANTONI DE CALONGE;439
E31766181;DOMINGUEZ GOMEZ B.DOMINGUEZ LORENTE J.I. Y PERU MUNARRIZ A;31/08/2016;18/11/2002;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL NAVARRA Y LA RIOJA;PAMPLONA OP;350
E43816552;JOPRAGA C.B;31/08/2016;10/08/2005;SERVICIOS A EMPRESAS;Otras actividades de apoyo a las empresas n.c.o.p.;Actividades administrativas de oficina y otras actividades auxiliares a las empresas;53;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;CAMBRILS;160
